"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
763,"Dicentrarchus labrax","Dicentrarchus","labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Dâˆ_Âºlger et al. 2012","Comte","Dicentrarchus labrax_36.76_35.71",15,36.76,35.71,"","Dicentrarchus","labrax","Yumurtalik Adana Turkey",35,33.23,"tmax",0.67,"SD",15,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","35","days",NA,"1460","AnAge","730","AnAge",NA,"100+","LARVAE: PLD 2-3 months (https://animaldiversity.org/accounts/Dicentrarchus_labrax/) MIGRATION: 400+ km moved by adults (https://doi.org/10.1017/S0025315400026448)",NA,103,"TL male/unsexed -fishbase","50","SL male/unsexed -fishbase","50","SL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Fall-Winter","Fall-Winter","DISTANCE: 400km+ between summer and winter spawning habitat (https://doi.org/10.1017/S0025315400026448) TIMING: move inshore in spring and summer+ move into deeper water late autumn+ since considered inshore then autumn-winter is when away (https://animaldiversity.org/accounts/Dicentrarchus_labrax/)","Nikki","804.25","majority stayed within 16km of tagging location+ used as radius (https://doi.org/10.1017/S0025315400026448)",10950,"30 years max (fishbase)",NA,NA,NA,"N",0.708,0.125,NA,NA,"","",NA,NA,NA,0.270999999999997,0.0294448637286699,9.20364252649367,0.0689001321474693,-0.103132466965247,0.645132466965241
997,"Galaxias fasciatus","Galaxias","fasciatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias fasciatus_-37.595991_175.104216",14,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,30.6,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"1460","4 years (IUCN Red List)","730","2 years (IUCN Red List)",NA,"0-1","MOVEMENT: high site fidelity+ at least 84% of the fish remained in the same pool for a period of 1 year+ and a study assumed fish only caught once along 350m stretch (https://doi.org/10.1080/00288330.2010.544044)",NA,30,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","https://doi.org/10.1080/00288330.1979.9515797",NA,NA,"amphidromous+ no spawning migration but larvae drift to sea and juveniles return to freshwater (https://doi.org/10.1080/00288330.1979.9515797)","Nikki","unk",NA,2555,"7 years typical+ max observed 15 years (IUCN Red List)",NA,NA,NA,"Y",NA,NA,NA,NA,"","",NA,NA,NA,0.11933962264151,0.158365807066271,0.753569377457661,0.505856683044853,-0.384651054939816,0.623330300222836
1013,"Galaxias maculatus","Galaxias","maculatus","Chordata","Teleostei","Osmeriformes","Galaxiidae","FL","Richardson_et_al_1994","intratherm_team","Galaxias maculatus_-37.595991_175.104216",20,-37.595991,175.104216,"inferred","Galaxias","fasciatus","undistinct location in Waikato District, New Zealand",NA,33.1,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,NA,NA,NA,"Juvenile","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"365","1 year (IUCN Red List)","365","1 year (IUCN Red List)","Y","100+","GENETIC: genetic analysis of 20 populations: high gene flow and lack of site fidelity among estuarine but not among resident populations+ estuarine populations separated by 100+km (doi: 10.1111/mec.15290)",NA,19,"SL male/unsexed - fishbase","10","TL male/unsexed -fishbase","10","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","Fishbase","Aug-Oct","Aug-Oct","DISTANCE: more than 850km (https://doi.org/10.1111/j.1439-0426.2006.00820.x) TIMING: catadromous+ begin in estuary as larvae 5-6 months+ migrate and reach maturity in full freshwater at 1 year+  return to sea to spawn in August+ typically die after one spawning season but some survive another year (Hugo+ C. C. (1973). Migration of Galaxias maculatus (Jenyns)(Galaxiidae+ Pisces) in valdivia estuary+ chile. Hydrobiologia+ 43(3-4)+ 301-312.)  POPULATION SPECIFIC: land-locked populations do not migrate (https://doi.org/10.1111/j.1439-0426.2006.00820.x)","Nikki","unk",NA,1825,"dies after spawning+ usually dies at maturity after 1 year but can live until 5 max (IUCN Red List)","complicated migration",NA,NA,"Y",0.625,0.792,NA,NA,"","",NA,NA,NA,0.338544112713854,0.0113692022400646,29.7772970842967,7.57446384433127e-06,0.306978146804423,0.370110078623285
1151,"Hypentelium nigricans","Hypentelium","nigricans","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Cherry et al. 1977","Comte","Hypentelium nigricans_36.94_-81.05",18,36.94,-81.05,"","Hypentelium","nigricans","New River drainage US",7,27,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,"1095","3-4 years (NatureServe Explorer)","730","2-3 years (NatureServe Explorer)",NA,"0-1","MOVEMENT: limited movement+ home range of less than 130m (DOI: 10.2307/2425434) LARVAE: eggs in 5-6 inches of water (DOI: 10.2307/2421622)",NA,61,"TL male/unsexed -fishbase","29.8","TL male/unsexed -fishbase","29.8","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.013","home range of less than 130m+ assumed linear distance upstream to downstream+ used as diameter (DOI: 10.2307/2425434)",4015,"11 years max (https://doi.org/10.1656/1528-7092(2007)6[479:LHAOHE]2.0.CO;2)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.419047619047619,0.110383102544214,3.79630223638413,0.0191645565815994,0.11257499429219,0.725520243803048
1198,"Ictalurus punctatus","Ictalurus","punctatus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ictalurus punctatus_30.33_-110.42",20,30.33,-110.42,"","Ictalurus","punctatus","Sonora, Mexico",NA,35,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"730","2-3 years (fishbase)","730","2-3 years (fishbase)","Y","100+","MOVEMENT: frequently caught up to 65 miles downstream of release site (https://doi.org/10.1577/1548-8659(1967)96[351:MOMCCI]2.0.CO;2) MIGRATION: may travel hundreds of miles (NatureServe Explorer)",NA,132,"TL male/unsexed -fishbase","57","SL male/unsexed -fishbase","57","SL male/unsexed -fishbase","Y","none","no dormancy reported+ not in paper on winter activity (https://doi.org/10.1046/j.1365-2400.1999.00175.x)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","no clear home range (https://animaldiversity.org/accounts/Ictalurus_punctatus/)",8760,"14 years average (https://animaldiversity.org/accounts/Ictalurus_punctatus/)+ 24 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",6.73379412555192,6.92043867494331,6.73813320294793,0.633333333333332,0.0192450089729871,32.9089653438092,6.16717546287556e-05,0.572087125632097,0.694579541034567
1203,"Ictalurus punctatus","Ictalurus","punctatus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Bennett et al. 1998","Comte","Ictalurus punctatus_34.45_-96.64",10,34.45,-96.64,"","Ictalurus","punctatus","Connerville Johnston County Oklahoma US",25,30.9,"tmax",0.61,"SD",30,"critical","LOE","0.15",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","25","days",NA,"730","2-3 years (fishbase)","730","2-3 years (fishbase)","Y","100+","MOVEMENT: frequently caught up to 65 miles downstream of release site (https://doi.org/10.1577/1548-8659(1967)96[351:MOMCCI]2.0.CO;2) MIGRATION: may travel hundreds of miles (NatureServe Explorer)",NA,132,"TL male/unsexed -fishbase","57","SL male/unsexed -fishbase","57","SL male/unsexed -fishbase","Y","none","no dormancy reported+ not in paper on winter activity (https://doi.org/10.1046/j.1365-2400.1999.00175.x)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","no clear home range (https://animaldiversity.org/accounts/Ictalurus_punctatus/)",8760,"14 years average (https://animaldiversity.org/accounts/Ictalurus_punctatus/)+ 24 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.4141340210922,9.70299183953003,9.40118162267828,0.444406779661017,0.0235245445056236,18.8911959402564,7.65694804473105e-06,0.383935012863243,0.504878546458791
1212,"Ictalurus punctatus","Ictalurus","punctatus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ictalurus punctatus_35.69_-79.4",12,35.69,-79.4,"","Ictalurus","punctatus","Carolina US",NA,34.5,"tmax",0.53,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"730","2-3 years (fishbase)","730","2-3 years (fishbase)","Y","100+","MOVEMENT: frequently caught up to 65 miles downstream of release site (https://doi.org/10.1577/1548-8659(1967)96[351:MOMCCI]2.0.CO;2) MIGRATION: may travel hundreds of miles (NatureServe Explorer)",NA,132,"TL male/unsexed -fishbase","57","SL male/unsexed -fishbase","57","SL male/unsexed -fishbase","Y","none","no dormancy reported+ not in paper on winter activity (https://doi.org/10.1046/j.1365-2400.1999.00175.x)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","no clear home range (https://animaldiversity.org/accounts/Ictalurus_punctatus/)",8760,"14 years average (https://animaldiversity.org/accounts/Ictalurus_punctatus/)+ 24 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",8.45199048333611,8.70639254879612,8.41257190312704,0.353571428571428,0.0465291949897544,7.59891566250574,0.00160915059165147,0.224385672893331,0.482757184249525
1254,"Labeo rohita","Labeo","rohita","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brahmane et al. 2014","Comte","Labeo rohita_19.45_75.64",28,19.45,75.64,"","Labeo","rohita","Maharashtra India",20,42.86,"tmax",0.07,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","20","days",NA,"1073","AnAge","985","AnAge",NA,"unk",NA,NA,200,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","undergo local migration only (https://doi.org/10.1111/jai.12141)",NA,NA,NA,"Nikki","unk",NA,3650,"10 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",4.32451288504935,4.69229640294821,4.34454684649116,0.439000000000001,0.0460922987059657,9.5243676780039,0.0108447103545577,0.24068084515235,0.637319154847652
1745,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Micropterus salmoides_34.45_-96.64",20,34.45,-96.64,"","Micropterus","salmoides","Connerville Johnston County Oklahoma US",20,35.4,"tmax",0.47,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","20","days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,NA,NA,"N",NA,NA,0.708,0.792,"0.875","0.125",NA,NA,NA,0.31,0.0288675134594809,10.7387150069272,0.0591122059710052,-0.0567965362404425,0.676796536240443
1756,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Micropterus salmoides_45.55_-92.39",8,45.55,-92.39,"","Micropterus","salmoides","Bone Lake Wisconsin US",NA,29.2,"tmax",1.36,"SD",10,"lethal","death","0.2",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,NA,NA,"N",NA,NA,0.708,0.792,"0.875","0.125",NA,NA,NA,0.475,0.0265165042944955,17.9133717900592,0.00310185134653148,0.360908690413875,0.589091309586124
1760,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Micropterus salmoides_46.78_-94.7",20,46.78,-94.7,"","Micropterus","salmoides","Minessota US",NA,31.2,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,NA,NA,"N",NA,NA,0.708,0.792,"0.875","0.125",NA,NA,NA,-0.0364583333333336,0.129735251695164,-0.281021024408994,0.79696157210067,-0.449333805755659,0.376417139088992
1890,"Notropis hudsonius","Notropis","hudsonius","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis hudsonius_39.97_-76.48",6,39.97,-76.48,"","Notropis","hudsonius","Susquehanna River US",NA,26.9,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","Y","0-1","MOVEMENT: based on YOY+ site fidelity to less than 1km (https://doi.org/10.1007/s00244-007-9040-2)",NA,15,"TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.79","less than 1km (Happel+ A.+ Lafountain+ J.+ Creque+ S.+ Rinchard+ J.+ HÃ¶Ã¶k+ T.+ Bootsma+ H.+ ... & Czesny+ S. (2015). Spatio-temporal description of spottail shiner (Notropis hudsonius) fatty acid profiles in Lake Michigan's southern basin. Journal of Great Lakes Research+ 41+ 179-184.)",1825,"4-5 years (Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.92428400462026,10.6425261529623,9.94331021056751,0.308333333333333,0.10735455276792,2.87210300246783,0.0639402482932612,-0.0333167664783175,0.649983433144984
1967,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Cherry et al. 1977","Comte","Oncorhynchus mykiss_36.94_-81.05",12,36.94,-81.05,"","Oncorhynchus","mykiss","New River drainage US",7,18,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,NA,NA,"N",0.208,0.375,NA,NA,"","",NA,NA,NA,0.733333333333334,0.180534186769688,4.06201920231798,0.0269009173571366,0.158792977670741,1.30787368899593
1972,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Beitinger et al. 2000","Comte","Oncorhynchus mykiss_36.96_-92.67",10,36.96,-92.67,"","Oncorhynchus","mykiss","Ava Missouri US",20,28,"tmax",0.36,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","20","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,NA,NA,"N",0.208,0.375,NA,NA,"","",NA,NA,NA,0.179999999999998,0.0230940107675841,7.79422863406017,0.0812345632709368,-0.113437228992349,0.473437228992345
