"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
1730,"Meda fulgida","Meda","fulgida","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Meda fulgida_32.874_-110.809",30,32.874,-110.809,"inferred","Meda","fulgida","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,38.2,"tmax",1.06,"SD",12,"critical","LOE","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"425","mature in second summer and born in April/May http://explorer.natureserve.org","425","mature in second summer and born in April/May http://explorer.natureserve.org","Y","10-100","LARVAL: larval drift of 45-60km in a population (http://www.nativefishlab.net/library/textpdf/18706.pdf)",NA,9.1,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","http://explorer.natureserve.org","non-migratory","IUCN Red List",NA,NA,NA,"Wilco+Piero/Nikki","unk",NA,730,"1-2 years typical lifepsan http://explorer.natureserve.org",NA,"N",NA,NA,NA,NA,"","",6.91833596641722,7.93287979970533,0.48,0.164721988008078,2.91400077065887,0.0268401550545264,0.0769398153988751,0.883060184601126
1734,"Micropterus dolomieu","Micropterus","dolomieu","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Micropterus dolomieu_42.08_-81.34",23.3,42.08,-81.34,"","Micropterus","dolomieu","Lake Erie",NA,36.3,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"2007","AnAge","2007","AnAge",NA,"0-1","MOVEMENT: few hundred yards of home range (https://animaldiversity.org/accounts/Micropterus_dolomieu/)+ site fidelity to nest site of 200m (https://doi.org/10.1139/z91-436)+ travel to pools 800m away (https://doi.org/10.1577/1548-8659(1980)109<364:HOASBI>2.0.CO;2)  LARVAE: fry swim out of nest (Etnier+ D.+ W. Starnes. 1993. The Fishes of Tennessee. Knoxville+ TN: University of Tennessee Press.)",NA,69,"TL male/unsexed -fishbase","8","TL male/unsexed -fishbase","8","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.13-2.01","""405m in length"" travelling to pools 800m away (https://doi.org/10.1577/1548-8659(1980)109<364:HOASBI>2.0.CO;2) used as diameter and then radius",9490,"6-14 average+ 26 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.34111655985757,9.45118002622723,NA,NA,NA,NA,NA,NA
1755,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Micropterus salmoides_42.08_-81.34",0.7,42.08,-81.34,"","Micropterus","salmoides","Lake Erie",NA,12,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,"N",NA,NA,0.708,0.792,"0.875","0.125",10.7011573247198,10.8779786080097,NA,NA,NA,NA,NA,NA
1765,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Carveth et al. 2006","Comte","Micropterus salmoides_32.874_-110.809",25,32.874,-110.809,"inferred","Micropterus","salmoides","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,39.1,"tmax",0.71,"SD",12,"lethal","death","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,"N",NA,NA,0.708,0.792,"0.875","0.125",5.55626176651889,5.83979848353684,NA,NA,NA,NA,NA,NA
1767,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Carveth et al. 2006","Comte","Micropterus salmoides_32.874_-110.809",25,32.874,-110.809,"inferred","Micropterus","salmoides","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,38.8,"tmax",0.71,"SD",12,"critical","flaring operculum","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,"N",NA,NA,0.708,0.792,"0.875","0.125",5.55626176651889,5.83979848353684,NA,NA,NA,NA,NA,NA
1768,"Micropterus salmoides","Micropterus","salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Carveth et al. 2006","Comte","Micropterus salmoides_32.874_-110.809",25,32.874,-110.809,"inferred","Micropterus","salmoides","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,37.8,"tmax",0.53,"SD",12,"critical","LOE","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","90","3-12 months (https://animaldiversity.org/accounts/Micropterus_salmoides/)","Y","0-1","MOVEMENT: strong homing and nest site fidelity (https://doi.org/10.1577/M03-048.1) with max habitat use of about 700m (https://doi.org/10.1080/15627020.2015.1079141)",NA,97,"TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","Fall and Winter","""during the fall+ the bass seek out a protected+ inconspicuous hiding place and become inactive"" (https://doi.org/10.1152/ajpregu.1984.246.4.R479)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.1-2","https://animaldiversity.org/accounts/Micropterus_salmoides/",8395,"16 average+ 23 years max (fishbase + ADW)",NA,"N",NA,NA,0.708,0.792,"0.875","0.125",5.55626176651889,5.83979848353684,NA,NA,NA,NA,NA,NA
1551,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_38.2_-76.85",15,38.2,-76.85,"extracted","Lithobates","sylvaticus","Maryland, USA",10,33.5,"tmax",1,"SD",10,"critical","righting_ability","0.75",NA,NA,NA,NA,43,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N",NA,NA,0.875,0.125,"","",6.78999441682585,7.44631048366148,NA,NA,NA,NA,NA,NA
1555,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_38.8_-83.4",15,38.8,-83.4,"extracted","Lithobates","sylvaticus","Ohio, USA",10,36.9,"tmax",0.8,"SD",12,"critical","onset_of_rigor","0.75",NA,NA,NA,NA,250,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N",NA,NA,0.875,0.125,"","",6.9342983955648,7.56579727565164,0.444000000000001,0.97246902264288,0.456569813188847,0.671672986931978,-2.25600685787331,3.14400685787331
1876,"Notropis atherinoides","Notropis","atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis atherinoides_34.95_-92.49",15,34.95,-92.49,"","Notropis","atherinoides","Arkansas US",NA,34.5,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","Y","unk",NA,NA,13,"TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"3-5 years (Huenemann+ T. W.+ Steffensen+ K. D.+ Mestl+ G.+ Shuman+ D. A.+ & Stukel+ S. (2015). The Status of Fishes in the Missouri River+ Nebraska: Emerald Shiner (Notropis atherinoides)+ Red Shiner (Cyprinella lutrensis)+ River Shiner (N. blennius)+ Sand Shiner N. stramineus)+ Spotfin Shiner (C. spiloptera).)",NA,"N",NA,NA,NA,NA,"","",7.19115676184205,8.82820146658647,NA,NA,NA,NA,NA,NA
1880,"Notropis atherinoides","Notropis","atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis atherinoides_42.08_-81.34",25,42.08,-81.34,"","Notropis","atherinoides","Lake Erie",NA,32.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","Y","unk",NA,NA,13,"TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"3-5 years (Huenemann+ T. W.+ Steffensen+ K. D.+ Mestl+ G.+ Shuman+ D. A.+ & Stukel+ S. (2015). The Status of Fishes in the Missouri River+ Nebraska: Emerald Shiner (Notropis atherinoides)+ Red Shiner (Cyprinella lutrensis)+ River Shiner (N. blennius)+ Sand Shiner N. stramineus)+ Spotfin Shiner (C. spiloptera).)",NA,"N",NA,NA,NA,NA,"","",9.37027868983427,9.81909378553816,0.335965356879274,0.0697688596003595,4.81540559504204,0.0029538879735894,0.165247107482285,0.506683606276263
1886,"Notropis atherinoides","Notropis","atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis atherinoides_42.08_-81.34",10.5,42.08,-81.34,"","Notropis","atherinoides","Lake Erie",NA,27.1,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","Y","unk",NA,NA,13,"TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"3-5 years (Huenemann+ T. W.+ Steffensen+ K. D.+ Mestl+ G.+ Shuman+ D. A.+ & Stukel+ S. (2015). The Status of Fishes in the Missouri River+ Nebraska: Emerald Shiner (Notropis atherinoides)+ Red Shiner (Cyprinella lutrensis)+ River Shiner (N. blennius)+ Sand Shiner N. stramineus)+ Spotfin Shiner (C. spiloptera).)",NA,"N",NA,NA,NA,NA,"","",9.37027868983427,9.81909378553816,0.335965356879274,0.0697688596003595,4.81540559504204,0.0029538879735894,0.165247107482285,0.506683606276263
1887,"Notropis atherinoides","Notropis","atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis atherinoides_42.08_-81.34",7.8,42.08,-81.34,"","Notropis","atherinoides","Lake Erie",NA,28.6,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","365","1 year (Wichert+ G. A.+ & Rapport+ D. J. (1998). Fish community structure as a measure of degradation and rehabilitation of riparian systems in an agricultural drainage basin. Environmental Management+ 22(3)+ 425-443.)","Y","unk",NA,NA,13,"TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","8.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"3-5 years (Huenemann+ T. W.+ Steffensen+ K. D.+ Mestl+ G.+ Shuman+ D. A.+ & Stukel+ S. (2015). The Status of Fishes in the Missouri River+ Nebraska: Emerald Shiner (Notropis atherinoides)+ Red Shiner (Cyprinella lutrensis)+ River Shiner (N. blennius)+ Sand Shiner N. stramineus)+ Spotfin Shiner (C. spiloptera).)",NA,"N",NA,NA,NA,NA,"","",9.37027868983427,9.81909378553816,0.335965356879274,0.0697688596003595,4.81540559504204,0.0029538879735894,0.165247107482285,0.506683606276263
1903,"Notropis hudsonius","Notropis","hudsonius","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis hudsonius_41.24_-73.92",5,41.24,-73.92,"","Notropis","hudsonius","Hudson River US",NA,22.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","Y","0-1","MOVEMENT: based on YOY+ site fidelity to less than 1km (https://doi.org/10.1007/s00244-007-9040-2)",NA,15,"TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.79","less than 1km (Happel+ A.+ Lafountain+ J.+ Creque+ S.+ Rinchard+ J.+ H̦̦k+ T.+ Bootsma+ H.+ ... & Czesny+ S. (2015). Spatio-temporal description of spottail shiner (Notropis hudsonius) fatty acid profiles in Lake Michigan's southern basin. Journal of Great Lakes Research+ 41+ 179-184.)",1825,"4-5 years (Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)",NA,"N",NA,NA,NA,NA,"","",9.42477691151881,9.68622096363116,0.523608561269782,0.0862759957744172,6.06899470205877,2.89165777354213e-05,0.33856495404596,0.708652168493605
1904,"Notropis hudsonius","Notropis","hudsonius","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Notropis hudsonius_41.24_-73.92",11.5,41.24,-73.92,"","Notropis","hudsonius","Hudson River US",NA,29.4,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","365","1-2 years (NatureServe Explorer+ Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)","Y","0-1","MOVEMENT: based on YOY+ site fidelity to less than 1km (https://doi.org/10.1007/s00244-007-9040-2)",NA,15,"TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","9","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.79","less than 1km (Happel+ A.+ Lafountain+ J.+ Creque+ S.+ Rinchard+ J.+ H̦̦k+ T.+ Bootsma+ H.+ ... & Czesny+ S. (2015). Spatio-temporal description of spottail shiner (Notropis hudsonius) fatty acid profiles in Lake Michigan's southern basin. Journal of Great Lakes Research+ 41+ 179-184.)",1825,"4-5 years (Peer+ D. L. (1966). Relationship between size and maturity in the spottail shiner+ Notropis hudsonius. Journal of the Fisheries Board of Canada+ 23(3)+ 455-457.)",NA,"N",NA,NA,NA,NA,"","",9.42477691151881,9.68622096363116,0.523608561269782,0.0862759957744172,6.06899470205877,2.89165777354213e-05,0.33856495404596,0.708652168493605
